vaccinationCenterName,location,vaccineName,vaccinationDate,totalRegistrations,totalBoys,totalGirls
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2023-04-08,102,80,9
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2023-12-28,354,2,157
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2022-02-27,38,5,29
Uhc 13 Kathmandu Metropolitan City,Kalimati,Pfizer-BioNTech,2021-12-15,97,15,28
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2020-11-27,488,25,448
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2022-10-22,357,279,59
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Moderna,2022-08-18,269,125,27
Uhc 26 Kathmandu Metropolitan City,Lainchaur,AstraZeneca,2023-08-13,269,176,63
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2023-10-15,105,46,46
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2022-07-12,405,259,141
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2023-11-19,55,3,40
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2021-02-07,393,155,200
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,AstraZeneca,2021-07-03,345,219,47
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2023-07-17,311,136,40
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2022-11-04,181,54,85
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2021-07-03,484,460,11
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2022-05-06,214,39,153
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,AstraZeneca,2022-06-13,389,347,42
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2022-09-11,422,172,32
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2023-08-15,143,99,40
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2022-08-13,404,88,57
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2022-02-12,263,217,8
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Johnson & Johnson,2022-01-26,248,191,33
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2022-09-09,327,71,105
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Moderna,2023-04-25,472,371,92
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2023-06-28,133,94,35
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2023-07-07,331,95,136
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2020-12-18,414,261,141
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2022-05-23,458,381,69
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2022-11-13,229,208,10
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2022-05-16,463,181,135
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2021-12-08,218,47,165
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2022-01-04,143,122,12
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2022-03-18,31,22,9
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2024-02-23,497,146,162
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2021-01-21,451,304,38
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-03-17,71,49,20
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2020-11-16,408,265,138
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2021-10-09,354,120,99
Uhc 4 Kathmandu Metropolitan City,Balwatar,Moderna,2024-02-21,207,163,42
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2023-09-07,209,77,36
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2024-02-20,435,416,6
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2021-04-29,399,25,316
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-03-24,356,263,16
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2022-12-29,148,2,57
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2021-01-01,213,106,17
Uhc 6 Kathmandu Metropolitan City,Baudhha,AstraZeneca,2023-11-16,412,343,23
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Johnson & Johnson,2023-06-06,366,359,3
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2022-04-12,178,30,29
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2023-11-19,421,36,272
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2022-06-28,413,188,177
Uhc 1 Kathmandu Metropolitan City,Naxal,Johnson & Johnson,2020-12-02,125,65,39
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2022-09-15,121,5,49
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2023-07-04,76,27,32
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2021-04-26,99,82,15
Uhc 15 Kathmandu Metropolitan City,Dallu,Moderna,2023-05-02,159,65,58
Uhc 13 Kathmandu Metropolitan City,Kalimati,Pfizer-BioNTech,2022-03-19,351,58,245
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2021-03-24,411,321,43
Uhc 14 Kathmandu Metropolitan City,Kalanki,Johnson & Johnson,2023-09-08,108,53,13
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2022-10-30,139,96,40
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2022-09-23,109,71,1
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-07-06,463,155,88
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2021-02-01,230,75,97
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2020-10-02,49,38,4
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2023-12-02,161,106,28
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2022-11-26,392,13,114
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2022-07-29,418,305,81
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2023-01-16,388,42,271
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-07-17,39,35,1
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2024-03-02,245,37,167
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2023-05-11,491,330,87
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2023-01-26,281,60,5
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2021-09-29,460,308,20
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2021-02-14,484,298,60
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2021-01-14,170,65,100
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2020-12-11,415,189,47
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2021-07-11,215,8,90
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Moderna,2023-09-19,31,1,26
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Johnson & Johnson,2023-10-25,191,101,51
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2021-06-04,35,10,4
Uhc 10 Kathmandu Metropolitan City,Baneshwor,AstraZeneca,2024-03-02,323,276,14
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2022-08-27,205,154,40
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2022-06-01,169,16,114
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2021-03-03,426,54,267
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2022-03-01,83,74,4
Uhc 10 Kathmandu Metropolitan City,Baneshwor,AstraZeneca,2021-09-07,176,170,2
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2022-11-18,338,203,71
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2022-09-04,456,420,3
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Pfizer-BioNTech,2021-03-06,362,116,91
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2021-01-13,118,21,3
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Moderna,2023-08-30,175,140,10
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2024-01-25,329,286,14
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2023-05-26,225,8,75
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2023-01-17,219,197,5
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Johnson & Johnson,2023-10-26,224,144,43
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Moderna,2021-11-08,79,3,55
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2022-10-11,267,199,12
Uhc 31 Kathmandu Metropolitan City,Shantinagar,AstraZeneca,2023-09-28,452,270,103
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2023-04-26,324,211,99
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-03-09,458,346,90
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Johnson & Johnson,2021-11-02,63,8,18
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2021-04-20,429,165,163
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2021-09-09,264,223,17
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2024-01-30,449,156,72
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2024-02-29,285,225,57
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2023-09-27,303,43,24
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2020-10-21,179,119,14
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2022-11-12,458,114,277
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,AstraZeneca,2021-01-09,440,168,70
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2023-08-02,136,64,47
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2021-05-31,96,1,67
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2022-11-09,151,50,4
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2022-05-18,287,9,211
Uhc 1 Kathmandu Metropolitan City,Naxal,Moderna,2021-09-03,56,17,24
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2020-11-16,224,141,36
Uhc 31 Kathmandu Metropolitan City,Shantinagar,AstraZeneca,2024-02-28,89,24,5
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2022-12-27,233,125,98
Uhc 6 Kathmandu Metropolitan City,Baudhha,AstraZeneca,2023-10-07,143,39,80
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2022-07-02,105,45,12
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2023-12-13,338,25,89
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-09-08,122,80,28
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2022-11-13,464,81,14
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2023-09-01,207,109,96
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2020-10-02,104,79,15
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2022-08-29,137,0,77
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2023-10-06,338,37,32
Uhc 15 Kathmandu Metropolitan City,Dallu,Johnson & Johnson,2021-01-18,32,5,13
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2020-10-10,238,14,102
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2020-10-16,323,113,26
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2021-11-16,166,70,21
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2021-11-10,129,83,42
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2023-10-28,421,413,0
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2022-12-23,289,247,17
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-03-25,111,20,53
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Moderna,2022-11-21,175,137,22
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Johnson & Johnson,2023-08-12,134,43,27
Uhc 6 Kathmandu Metropolitan City,Baudhha,AstraZeneca,2022-11-19,216,78,128
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2023-07-08,249,76,144
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,AstraZeneca,2022-10-24,429,410,4
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2022-01-25,410,61,123
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2023-09-12,59,23,21
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2021-02-26,445,368,69
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2021-11-21,443,318,6
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2022-03-04,201,128,71
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2021-07-10,447,16,351
Uhc 6 Kathmandu Metropolitan City,Baudhha,Moderna,2021-09-30,409,178,199
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2021-04-19,448,27,70
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Moderna,2022-03-04,497,101,219
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2021-09-17,153,39,102
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2023-05-11,62,59,2
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2021-01-20,110,15,19
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2022-09-07,114,47,7
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2022-02-19,417,398,0
Uhc 1 Kathmandu Metropolitan City,Naxal,Johnson & Johnson,2021-10-18,158,51,0
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2023-04-16,107,19,61
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2022-08-10,263,69,133
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2022-11-11,466,304,53
Uhc 10 Kathmandu Metropolitan City,Baneshwor,AstraZeneca,2023-12-27,488,220,183
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2024-01-26,210,85,99
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-05-14,161,88,70
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2023-03-08,375,368,6
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2021-05-20,189,122,9
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2022-05-31,363,283,22
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2022-11-30,146,106,36
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2023-10-12,394,279,60
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2023-09-20,285,40,213
Uhc 1 Kathmandu Metropolitan City,Naxal,Johnson & Johnson,2023-09-08,265,197,25
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2023-06-05,212,145,33
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2020-10-10,206,188,8
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2021-05-19,307,279,3
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-05-14,418,390,4
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2023-11-06,333,129,32
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,AstraZeneca,2023-04-05,143,37,20
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2021-11-24,470,203,211
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2022-11-24,236,116,21
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2020-10-12,219,178,37
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2021-09-16,110,43,4
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2022-06-21,179,82,64
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2024-02-26,91,2,34
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Sinopharm,2021-10-11,144,96,32
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2021-07-15,217,130,78
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2022-09-12,461,113,198
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2023-09-10,469,232,68
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2021-10-08,58,0,32
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2021-08-03,322,214,17
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2024-02-16,127,112,1
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2023-09-27,457,339,75
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Pfizer-BioNTech,2023-03-15,236,103,102
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2023-06-24,50,41,0
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2022-08-15,419,162,164
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Moderna,2022-09-23,84,50,26
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2021-01-09,391,59,30
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2021-07-09,167,146,18
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2024-02-06,397,31,85
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2024-01-24,127,40,2
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2021-05-05,217,80,104
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2020-12-10,175,175,0
Uhc 13 Kathmandu Metropolitan City,Kalimati,Johnson & Johnson,2020-12-30,350,184,87
Uhc 9 Kathmandu Metropolitan City,Gaushala,AstraZeneca,2021-03-22,344,309,20
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2023-11-08,341,222,48
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,AstraZeneca,2022-07-22,333,287,4
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2020-10-20,202,79,20
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2022-09-18,412,109,120
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2021-03-17,172,127,42
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2022-10-02,43,35,0
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2023-05-27,68,51,16
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2023-04-13,103,26,20
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2021-03-30,208,38,140
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2022-12-01,104,16,4
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2021-03-28,233,112,51
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2022-01-07,160,16,126
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2023-09-28,130,36,12
Uhc 13 Kathmandu Metropolitan City,Kalimati,Pfizer-BioNTech,2022-09-10,370,235,46
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2021-01-27,224,168,52
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2021-04-05,291,122,122
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2021-12-16,200,91,67
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2020-10-27,171,42,21
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2024-02-21,376,214,100
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2021-10-12,240,127,71
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Pfizer-BioNTech,2022-12-15,78,5,21
Uhc 16 Kathmandu Metropolitan City,Balaju,Moderna,2021-03-11,401,245,145
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2023-06-23,302,213,55
Uhc 6 Kathmandu Metropolitan City,Baudhha,Moderna,2021-10-24,189,90,43
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2021-07-20,212,51,66
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-05-04,132,81,16
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2021-02-28,409,126,47
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2022-09-22,429,425,0
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2024-01-01,126,65,0
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2023-04-12,35,19,7
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2022-06-16,333,225,55
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2023-09-27,235,215,4
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Moderna,2021-07-25,325,82,7
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-08-16,209,174,19
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2021-05-09,294,283,1
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2023-05-26,288,56,84
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-01-12,82,18,22
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2022-06-09,247,215,17
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2022-05-14,67,24,22
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2022-04-30,72,43,17
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2023-02-28,362,266,46
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2023-02-17,463,24,5
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2024-02-29,278,54,90
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2021-10-07,115,40,16
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2022-12-21,182,86,33
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2020-10-06,424,356,14
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2023-01-09,390,210,119
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2024-02-11,58,44,10
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2020-11-07,459,354,21
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2022-11-15,315,63,222
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2023-05-14,120,108,11
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2023-02-12,426,324,86
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2024-02-20,297,65,54
Uhc 10 Kathmandu Metropolitan City,Baneshwor,AstraZeneca,2022-06-19,414,246,4
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2022-02-03,144,23,34
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2021-07-27,151,10,61
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2022-05-02,406,359,33
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2022-05-19,423,65,330
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2023-01-09,322,59,112
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Moderna,2023-10-29,50,29,9
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2021-11-13,426,363,33
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2020-11-21,277,226,40
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2024-01-18,131,19,23
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2023-12-21,96,28,57
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2023-01-16,267,182,78
Uhc 16 Kathmandu Metropolitan City,Balaju,AstraZeneca,2021-10-17,442,103,146
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2023-01-14,33,11,13
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Johnson & Johnson,2022-02-04,445,281,141
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2023-04-29,338,88,249
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2021-09-24,375,328,14
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2020-11-27,206,18,77
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2023-06-02,137,89,24
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Johnson & Johnson,2023-10-18,238,12,151
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2023-06-08,86,29,53
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-03-17,378,280,92
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2023-02-11,214,3,129
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2024-03-03,31,11,0
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Johnson & Johnson,2023-12-10,219,184,7
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2021-10-13,382,11,324
